user,peak_risk,mean_risk,last_risk,total_days,days_flagged,days_high,peak_day,is_insider,primary_dim,intervention_level,max_projected_risk
DCC3689,1.3877,0.8964,0.9712,356,0,0,299.0,0,RISK_TAKER,1.0,1.7403
DCF2185,1.2202,1.0705,1.121,356,0,0,175.0,0,RISK_TAKER,1.0,1.383
DCG2203,1.6394,1.0053,0.9152,356,0,0,336.0,0,AUTONOMOUS,1.0,3.0167
DCM3288,2.3714,0.9359,1.4648,356,0,0,81.0,0,SOCIAL,1.0,2.7897
DCM3596,3.7533,1.3836,0.6734,499,0,0,471.0,0,RISK_TAKER,1.0,5.4291
DCR1531,1.9364,1.0791,1.1814,356,0,0,353.0,0,AUTONOMOUS,1.0,2.6576
DCW0174,3.0754,1.2093,1.3469,356,0,0,95.0,0,SOCIAL,1.0,4.0465
DCW1901,1.5972,0.9358,0.9129,356,0,0,283.0,0,SOCIAL,1.0,2.1535
DCW2405,4.2247,1.1172,1.2128,392,0,0,379.0,0,SOCIAL,1.0,5.8621
DDC0980,2.2754,1.2341,0.9816,356,0,0,305.0,0,CAREFULL,1.0,3.1091
DDF2937,1.892,0.7795,0.6223,324,0,0,343.0,0,AUTONOMOUS,1.0,2.2607
DDG0528,3.9609,2.1129,2.016,356,0,0,266.0,0,COMPLIANT,1.0,4.442
DDG1703,1.5641,0.8806,0.8415,356,0,0,24.0,0,COMPLIANT,1.0,1.9262
DDG1822,2.1464,0.9093,1.9748,356,0,0,495.0,0,RISK_TAKER,1.0,3.0942
DDH1041,3.2445,0.9349,0.6971,356,0,0,182.0,0,AUTONOMOUS,1.0,4.679
DDL3007,3.3597,1.6176,1.002,356,0,0,137.0,0,CAREFULL,1.0,5.275
DDS3149,2.2887,0.8109,0.6973,356,0,0,406.0,0,AUTONOMOUS,1.0,2.4659
DDW3361,2.4581,1.3835,1.4339,356,0,0,67.0,0,CAREFULL,1.0,4.3002
DEF0998,3.2184,1.5802,1.3561,356,0,0,208.0,0,SOCIAL,1.0,4.0899
DEL0913,2.6384,1.2049,1.0223,356,0,0,486.0,0,CAREFULL,1.0,3.5424
DEN0236,2.1279,0.8935,0.6546,356,0,0,335.0,0,AUTONOMOUS,1.0,4.6425
DEP0163,4.7508,2.2729,0.9638,356,0,0,339.0,0,SOCIAL,1.0,6.9593
DER0400,3.8846,1.7626,1.8915,356,0,0,153.0,0,RISK_TAKER,1.0,5.44
DER2162,2.6495,1.18,0.8759,356,0,0,67.0,0,AUTONOMOUS,1.0,3.1957
DEY2638,1.9627,0.7957,0.8,356,0,0,483.0,0,SOCIAL,1.0,3.5375
DFC2060,4.0268,1.596,1.3982,455,0,0,183.0,0,SOCIAL,1.0,5.6842
DFC3287,1.6621,0.903,0.8036,356,0,0,297.0,0,COMPLIANT,1.0,2.197
DFH1681,1.8998,0.9427,0.9081,356,0,0,286.0,0,SOCIAL,1.0,1.8306
DFM2933,2.7406,1.4301,1.3822,356,0,0,473.0,0,AUTONOMOUS,1.0,3.6742
DFP3615,2.4987,1.1389,1.2845,356,0,0,269.0,0,COMPLIANT,1.0,3.6425
DFW1467,2.0444,0.9538,1.1092,356,0,0,229.0,0,CAREFULL,1.0,2.5894
DGE3194,1.6253,0.9158,1.079,257,0,0,217.0,0,RISK_TAKER,1.0,2.1249
DGG3429,5.3298,1.9549,1.6539,326,0,0,38.0,0,SOCIAL,1.0,8.317
DGH3295,1.3251,0.8775,0.8544,356,0,0,510.0,0,RISK_TAKER,1.0,1.6042
DGN3358,3.6011,1.7314,1.8078,362,0,0,312.0,0,AUTONOMOUS,1.0,5.7703
DGQ3744,2.6671,1.7013,1.5564,359,0,0,81.0,0,RISK_TAKER,1.0,3.1862
DGS1079,4.2175,2.0693,1.669,356,0,0,483.0,0,AUTONOMOUS,1.0,5.7583
DHB2364,1.7049,1.0116,0.9999,356,0,0,290.0,0,AUTONOMOUS,1.0,2.1769
DHC1989,2.1676,1.2051,1.2054,356,0,0,430.0,0,CAREFULL,1.0,2.9838
DHG0533,3.1544,1.5927,0.9214,356,0,0,103.0,0,RISK_TAKER,1.0,3.8573
DHG0962,3.4904,2.0014,2.0958,356,0,0,327.0,0,COMPLIANT,1.0,4.4762
DHG1830,4.169,2.4407,2.0418,356,0,0,178.0,0,COMPLIANT,1.0,5.1518
DHK0367,3.3243,1.2519,1.0331,356,0,0,332.0,0,CAREFULL,1.0,4.9026
DHL2219,4.1909,2.1297,1.5627,356,0,0,160.0,0,COMPLIANT,1.0,4.7247
DHM1476,1.9314,0.8755,0.9234,356,0,0,105.0,0,RISK_TAKER,1.0,2.3579
DHR2541,1.6837,0.9387,1.1753,356,0,0,306.0,0,CAREFULL,1.0,2.2313
DHS2419,4.4447,1.6842,1.5231,377,0,0,414.0,0,SOCIAL,1.0,7.0152
DIA0731,1.6293,0.8281,0.7651,356,0,0,315.0,0,SOCIAL,1.0,2.1486
DIP3310,1.9368,0.8788,0.8489,356,0,0,389.0,0,RISK_TAKER,1.0,2.0783
DIR3921,1.6957,0.9038,0.8509,356,0,0,94.0,0,AUTONOMOUS,1.0,2.518
DIW1749,2.649,1.1263,0.9487,356,0,0,502.0,0,RISK_TAKER,1.0,3.2366
DJA0740,5.1108,1.944,1.9005,429,0,0,386.0,0,AUTONOMOUS,1.0,8.2359
DJB1236,3.1126,1.7992,1.5872,186,0,0,215.0,0,AUTONOMOUS,1.0,3.9559
DJB2983,1.2032,0.7768,0.7733,230,0,0,201.0,0,CAREFULL,1.0,1.3273
DJC0073,2.4001,0.9302,1.0678,356,0,0,508.0,0,AUTONOMOUS,1.0,2.8553
DJF0760,1.6544,0.736,0.6752,356,0,0,235.0,0,COMPLIANT,1.0,2.4796
DJF2329,3.4094,1.8174,2.1183,356,0,0,299.0,0,SOCIAL,1.0,4.3643
DJF2576,2.4253,0.8527,0.9155,356,0,0,458.0,0,AUTONOMOUS,1.0,3.4046
DJF3394,3.2969,1.5801,2.1616,356,0,0,89.0,0,COMPLIANT,1.0,4.7468
DJH0971,2.2304,1.1906,1.0803,356,0,0,458.0,0,CAREFULL,1.0,3.1045
DJH1506,2.4968,1.2445,1.0518,360,0,0,309.0,0,RISK_TAKER,1.0,3.2938
DJP2420,1.5534,0.8717,0.835,186,0,0,95.0,0,AUTONOMOUS,1.0,2.2067
DJP3230,1.9557,0.7446,0.6502,356,0,0,188.0,0,COMPLIANT,1.0,2.1542
DJR2389,2.2703,1.0776,1.0658,356,0,0,115.0,0,SOCIAL,1.0,3.1071
DJS1127,6.461,2.8357,1.4138,452,23,0,128.0,0,AUTONOMOUS,1.0,9.9076
DJS1271,2.8102,1.1898,1.6625,356,0,0,423.0,0,AUTONOMOUS,1.0,4.0073
DKB0260,3.2504,1.0952,0.8852,356,0,0,186.0,0,RISK_TAKER,1.0,5.6258
DKD2409,2.694,1.6547,1.3699,221,0,0,258.0,0,COMPLIANT,1.0,3.5297
DKE0797,1.816,0.8327,0.8734,356,0,0,332.0,0,AUTONOMOUS,1.0,3.8326
DKF2721,1.841,0.9807,0.7945,356,0,0,405.0,0,AUTONOMOUS,1.0,2.2695
DKM2980,1.4025,0.8174,0.8216,356,0,0,258.0,0,CAREFULL,1.0,1.9492
DKP0671,2.0776,1.3671,1.2669,356,0,0,115.0,0,COMPLIANT,1.0,2.675
DKR0027,2.9791,1.2111,1.2355,356,0,0,383.0,0,AUTONOMOUS,1.0,3.3163
DKR0860,2.7633,1.1089,0.8498,365,0,0,115.0,0,AUTONOMOUS,1.0,3.9178
DKS1509,1.1062,0.8992,0.9421,356,0,0,74.0,0,AUTONOMOUS,1.0,1.2376
DKW1659,3.1721,1.5125,1.3546,356,0,0,154.0,0,RISK_TAKER,1.0,4.0657
DLC2903,2.8609,1.6732,1.7343,356,0,0,171.0,0,SOCIAL,1.0,4.1412
DLG2673,1.9755,0.8693,0.8956,356,0,0,90.0,0,AUTONOMOUS,1.0,3.2148
DLM0608,1.857,0.9583,0.92,356,0,0,111.0,0,AUTONOMOUS,1.0,2.931
DLM1680,4.44,2.0868,1.5442,359,0,0,18.0,0,RISK_TAKER,1.0,5.7336
DLM2440,5.8084,3.5738,1.4092,356,3,0,53.0,0,AUTONOMOUS,1.0,10.6588
DLM2826,2.0628,1.1278,0.9711,356,0,0,376.0,0,COMPLIANT,1.0,2.1386
DLP1445,1.7783,0.7442,0.7848,356,0,0,160.0,0,RISK_TAKER,1.0,1.8179
DLR1423,2.0832,0.9774,0.8382,356,0,0,333.0,0,CAREFULL,1.0,2.7398
DLW2729,2.0367,0.8948,0.8929,333,0,0,292.0,0,AUTONOMOUS,1.0,2.213
DMA3455,1.5809,0.9834,1.0226,356,0,0,271.0,0,SOCIAL,1.0,2.2044
DMB1429,3.2653,1.9528,2.0572,356,0,0,258.0,0,CAREFULL,1.0,3.9573
DMB2533,1.6791,1.0833,1.107,356,0,0,411.0,0,CAREFULL,1.0,1.7913
DMC1438,2.5491,1.1261,0.823,356,0,0,110.0,0,SOCIAL,1.0,3.4831
DMC1766,3.7097,2.3213,2.2612,356,0,0,272.0,0,AUTONOMOUS,1.0,8.6374
DMD0486,1.7997,1.1345,1.0749,356,0,0,27.0,0,RISK_TAKER,1.0,2.0038
DMG1298,2.5055,1.1318,1.0603,356,0,0,382.0,0,CAREFULL,1.0,3.1417
DMH0011,5.5991,2.7688,3.4382,477,1,0,400.0,0,RISK_TAKER,1.0,8.0669
DMH1232,3.2416,1.3455,0.7969,356,0,0,347.0,0,SOCIAL,1.0,3.7518
DMJ1815,2.4929,1.2745,1.1487,356,0,0,377.0,0,SOCIAL,1.0,3.4876
DMM2063,1.9876,0.9368,0.777,157,0,0,3.0,0,SOCIAL,1.0,2.0561
DMR0336,1.1014,0.9313,0.9339,356,0,0,5.0,0,SOCIAL,1.0,1.2671
DMR2518,2.3907,0.9523,1.099,356,0,0,504.0,0,CAREFULL,1.0,2.6727
DMS1977,2.5063,1.0973,2.4197,296,0,0,321.0,0,AUTONOMOUS,1.0,3.1488
DMS3400,2.1898,1.0415,0.9477,356,0,0,67.0,0,CAREFULL,1.0,2.441
DMW2128,3.4982,1.5145,0.6576,356,0,0,304.0,0,COMPLIANT,1.0,5.2829
DNB1999,3.502,1.6098,1.2875,356,0,0,271.0,0,CAREFULL,1.0,5.5819
DNB2574,2.6705,1.385,0.9529,366,0,0,256.0,0,AUTONOMOUS,1.0,3.893
DNB3545,1.8315,1.1052,0.9978,110,0,0,133.0,0,COMPLIANT,1.0,1.8585
DND3309,1.7756,0.8552,0.816,356,0,0,343.0,0,COMPLIANT,1.0,2.1893
DNH0308,1.842,1.0822,0.9734,356,0,0,160.0,0,AUTONOMOUS,1.0,1.926
DNM0275,5.6288,2.9034,2.2815,374,1,0,456.0,0,COMPLIANT,1.0,7.8032
DNM2823,1.5899,0.8922,1.0331,356,0,0,273.0,0,CAREFULL,1.0,2.1705
DNM3903,1.9425,0.8016,0.5919,356,0,0,158.0,0,AUTONOMOUS,1.0,2.6618
DNN0488,2.522,1.1538,1.0439,356,0,0,217.0,0,COMPLIANT,1.0,3.057
DNS1758,5.0614,2.8627,2.7794,419,0,0,64.0,0,AUTONOMOUS,1.0,8.2325
DNS1768,3.7154,2.4643,2.8865,359,0,0,440.0,0,COMPLIANT,1.0,6.2842
DNV1964,2.6391,1.1961,1.2371,357,0,0,460.0,0,AUTONOMOUS,1.0,4.3667
DOB2696,1.9098,0.9271,0.9837,356,0,0,461.0,0,CAREFULL,1.0,2.0259
DOC1734,1.3423,1.0559,1.031,356,0,0,115.0,0,CAREFULL,1.0,1.5702
DOM0586,2.6112,1.8329,2.1337,50,0,0,21.0,0,RISK_TAKER,1.0,3.3432
DOS1990,4.8639,1.8382,2.5284,356,0,0,12.0,0,SOCIAL,1.0,5.3665
DOT1898,5.9797,3.7036,2.7582,281,6,0,108.0,0,RISK_TAKER,1.0,7.9937
DOW1266,1.5213,0.7697,0.7909,356,0,0,234.0,0,AUTONOMOUS,1.0,2.0847
DPC3722,3.3147,1.404,1.207,356,0,0,472.0,0,CAREFULL,1.0,4.635
DPF3215,2.4273,1.0682,1.786,356,0,0,452.0,0,AUTONOMOUS,1.0,2.7785
DPF3360,1.7652,0.9376,0.9581,35,0,0,19.0,0,RISK_TAKER,1.0,1.882
DPM2971,3.1451,1.5857,1.3887,33,0,0,23.0,0,SOCIAL,1.0,3.3883
DQS0752,1.9471,0.7739,0.6159,356,0,0,501.0,0,SOCIAL,1.0,2.3614
DRB0202,3.7131,1.3202,1.0306,448,0,0,505.0,0,AUTONOMOUS,1.0,5.7355
DRB0756,2.0245,0.874,0.7735,356,0,0,140.0,0,AUTONOMOUS,1.0,2.9461
DRB1780,2.2722,0.9512,0.7671,356,0,0,297.0,0,CAREFULL,1.0,3.3454
DRC2296,3.86,1.9454,2.0952,361,0,0,396.0,0,AUTONOMOUS,1.0,5.2241
DRD0097,3.2392,1.3072,1.0388,356,0,0,479.0,0,SOCIAL,1.0,5.1864
DRF1498,3.0555,1.3731,1.0265,441,0,0,470.0,0,RISK_TAKER,1.0,4.4447
DRF3306,1.8183,1.0389,1.0224,356,0,0,13.0,0,RISK_TAKER,1.0,2.3035
DRF3992,1.7206,1.0069,1.1251,356,0,0,242.0,0,COMPLIANT,1.0,1.9881
DRH3557,3.3709,1.583,0.8917,365,0,0,244.0,0,CAREFULL,1.0,8.4606
DRJ0794,2.5223,1.1289,0.9584,356,0,0,508.0,0,COMPLIANT,1.0,3.2925
DRK3644,1.9003,1.0182,0.9669,247,0,0,126.0,0,COMPLIANT,1.0,2.114
DRM2927,1.6751,1.0972,1.0799,356,0,0,273.0,0,RISK_TAKER,1.0,1.823
DRN0782,2.1912,0.9762,1.0109,356,0,0,140.0,0,RISK_TAKER,1.0,2.7345
DRS0032,2.1189,0.9488,0.9341,356,0,0,159.0,0,AUTONOMOUS,1.0,3.0855
DRW1207,1.6692,0.8306,0.8994,356,0,0,138.0,0,AUTONOMOUS,1.0,2.1112
DSA3620,2.661,1.4515,1.0599,356,0,0,82.0,0,SOCIAL,1.0,3.4251
DSB0245,2.7348,1.1751,1.4096,356,0,0,447.0,0,AUTONOMOUS,1.0,3.3186
DSB0307,1.3461,0.9053,0.9393,356,0,0,258.0,0,SOCIAL,1.0,1.2336
DSB2463,2.548,0.8876,0.6823,356,0,0,7.0,0,SOCIAL,1.0,4.4321
DSB2734,2.3557,0.9499,1.045,356,0,0,17.0,0,AUTONOMOUS,1.0,3.1745
DSC2208,1.8435,1.2488,1.1605,356,0,0,182.0,0,AUTONOMOUS,1.0,2.3364
DSD1293,2.0593,0.8335,1.0027,356,0,0,466.0,0,SOCIAL,1.0,2.3548
DSF2557,1.7476,0.7505,0.6826,356,0,0,154.0,0,COMPLIANT,1.0,1.9049
DSJ1384,2.2248,1.0735,1.7546,356,0,0,403.0,0,SOCIAL,1.0,2.5523
DSM1286,4.5395,2.0376,1.0681,356,0,0,230.0,0,RISK_TAKER,1.0,6.8717
DSM2400,1.3258,1.0169,0.9978,356,0,0,343.0,0,AUTONOMOUS,1.0,1.3201
DSM3954,1.5186,0.9455,1.0451,356,0,0,194.0,0,SOCIAL,1.0,1.8935
DSN3186,2.4302,1.1104,0.8152,356,0,0,377.0,0,SOCIAL,1.0,3.3668
DSR3787,3.4063,1.4168,1.627,364,0,0,171.0,0,CAREFULL,1.0,4.8491
DTA2223,2.641,1.7285,1.442,356,0,0,158.0,0,AUTONOMOUS,1.0,4.4161
DTC2566,2.5236,1.1537,0.8592,356,0,0,438.0,0,CAREFULL,1.0,3.2204
DTG1294,4.0142,2.0245,1.7531,366,0,0,146.0,0,SOCIAL,1.0,4.8664
DTH1333,4.2989,1.5383,0.7455,282,0,0,271.0,0,AUTONOMOUS,1.0,6.8906
DTL2891,4.3601,1.9108,1.4794,364,0,0,269.0,0,SOCIAL,1.0,7.4221
DTT1716,2.5502,1.4284,1.587,356,0,0,59.0,0,COMPLIANT,1.0,3.7953
DTU3804,2.9846,1.2729,1.2171,412,0,0,16.0,0,COMPLIANT,1.0,4.7251
DTW1276,2.4174,0.8418,0.7081,356,0,0,224.0,0,CAREFULL,1.0,2.6742
DTW3549,2.1074,0.8768,0.701,356,0,0,399.0,0,SOCIAL,1.0,3.1017
DWB0238,3.0406,0.9713,1.0633,381,0,0,449.0,0,COMPLIANT,1.0,4.5264
DWB0865,1.3505,1.1843,1.1194,356,0,0,315.0,0,SOCIAL,1.0,1.5944
DWB3085,3.0126,1.5466,1.5051,356,0,0,223.0,0,RISK_TAKER,1.0,4.6148
DWB3415,2.8596,1.0906,1.0876,356,0,0,3.0,0,AUTONOMOUS,1.0,3.6918
DWC2994,3.6725,1.44,1.9442,356,0,0,452.0,0,CAREFULL,1.0,4.42
DWD2621,3.8071,1.685,3.0458,356,0,0,252.0,0,COMPLIANT,1.0,4.3687
DWF2268,2.2558,1.054,0.9808,356,0,0,166.0,0,AUTONOMOUS,1.0,3.0719
DWK2099,2.2834,0.9012,0.6194,356,0,0,424.0,0,AUTONOMOUS,1.0,3.7966
DWY3973,2.0701,1.006,1.1331,356,0,0,122.0,0,SOCIAL,1.0,2.8196
DXM2433,4.1061,2.5206,1.4153,356,0,0,82.0,0,COMPLIANT,1.0,6.3182
DYH0315,3.0128,0.995,0.9188,356,0,0,346.0,0,SOCIAL,1.0,4.5062
DZG0889,2.8934,1.4341,1.0722,358,0,0,350.0,0,COMPLIANT,1.0,3.7634
DZW0126,3.0587,1.1616,1.126,356,0,0,223.0,0,COMPLIANT,1.0,4.6191
EAB2522,2.0267,0.9489,0.8776,356,0,0,33.0,0,AUTONOMOUS,1.0,3.366
EAH1653,2.994,1.4382,1.9911,356,0,0,391.0,0,AUTONOMOUS,1.0,3.987
EAH2882,2.4501,1.0353,1.4694,356,0,0,483.0,0,RISK_TAKER,1.0,3.8034
EAH3107,2.5937,0.8736,1.7902,356,0,0,83.0,0,SOCIAL,1.0,2.609
EAH3550,1.664,0.8196,0.7714,356,0,0,299.0,0,COMPLIANT,1.0,1.7941
EAL3873,4.1148,1.4261,0.735,347,0,0,71.0,0,COMPLIANT,1.0,6.708
EAM1432,3.1623,0.9056,0.642,356,0,0,224.0,0,AUTONOMOUS,1.0,4.1271
EAM3642,1.4748,0.9924,0.9468,356,0,0,173.0,0,CAREFULL,1.0,1.8355
EAP1555,1.4931,1.0161,1.0132,356,0,0,179.0,0,CAREFULL,1.0,2.0153
EBC3242,2.5465,1.1859,1.9697,356,0,0,202.0,0,AUTONOMOUS,1.0,3.6076
EBD2562,3.5948,1.4988,0.7736,356,0,0,112.0,0,COMPLIANT,1.0,7.4194
EBH1882,2.3445,0.9219,1.0074,356,0,0,412.0,0,CAREFULL,1.0,2.6765
EBS2201,3.0551,1.2938,1.3542,356,0,0,140.0,0,CAREFULL,1.0,3.5407
ECA0976,1.3376,0.8004,0.8228,356,0,0,137.0,0,RISK_TAKER,1.0,1.4035
ECA1221,1.9458,0.8123,0.7871,356,0,0,396.0,0,CAREFULL,1.0,2.4518
ECB1341,1.9479,0.9191,0.9758,356,0,0,241.0,0,COMPLIANT,1.0,2.699
ECB1683,3.7856,1.9493,1.838,364,0,0,221.0,0,RISK_TAKER,1.0,4.7479
ECM3591,2.0932,0.8849,1.0761,356,0,0,409.0,0,SOCIAL,1.0,3.0519
ECS3353,4.4327,2.4039,2.1013,356,0,0,24.0,0,CAREFULL,1.0,5.9506
EDF2361,2.6289,1.237,0.8496,356,0,0,111.0,0,AUTONOMOUS,1.0,3.503
EDJ1970,3.7754,1.4954,0.7169,471,0,0,23.0,0,RISK_TAKER,1.0,7.0159
EDP1880,2.0812,0.7609,0.8002,356,0,0,333.0,0,RISK_TAKER,1.0,2.429
EDV1427,2.9186,0.9878,0.587,356,0,0,410.0,0,AUTONOMOUS,1.0,3.9272
EEC3193,4.1203,1.7318,0.6906,356,0,0,17.0,0,AUTONOMOUS,1.0,5.2752
EEH0965,2.5005,1.1322,1.5604,356,0,0,313.0,0,COMPLIANT,1.0,2.825
EFC1153,1.6061,0.7317,1.3167,356,0,0,195.0,0,SOCIAL,1.0,1.8588
EFJ1685,1.4505,0.8284,0.8615,356,0,0,340.0,0,CAREFULL,1.0,1.6331
EGB3624,1.42,0.8653,0.8239,356,0,0,137.0,0,AUTONOMOUS,1.0,1.5469
EGC0931,3.3152,1.6638,1.1905,356,0,0,270.0,0,COMPLIANT,1.0,4.6214
EGD3972,5.3698,3.7974,4.2567,247,0,0,116.0,0,COMPLIANT,1.0,6.8347
EGG3374,3.1444,1.5091,1.6061,356,0,0,343.0,0,AUTONOMOUS,1.0,3.8539
EGP2104,2.4469,1.0951,1.0219,356,0,0,508.0,0,RISK_TAKER,1.0,3.3432
EHB0942,2.4891,1.216,1.0117,358,0,0,183.0,0,CAREFULL,1.0,4.614
EHD0024,2.0791,1.1422,1.1822,356,0,0,10.0,0,RISK_TAKER,1.0,2.757
EHD1744,2.656,1.4399,1.7148,95,0,0,56.0,0,AUTONOMOUS,1.0,3.0949
EHV1237,2.4062,1.2142,1.1033,356,0,0,87.0,0,AUTONOMOUS,1.0,3.3992
EHW2450,2.4513,1.0655,1.2349,356,0,0,294.0,0,AUTONOMOUS,1.0,3.1102
EID1076,1.9206,1.138,1.1184,236,0,0,286.0,0,CAREFULL,1.0,2.0213
EIF1865,2.0933,0.8768,0.8121,356,0,0,89.0,0,SOCIAL,1.0,2.2343
EIH0064,2.3929,0.9494,0.7679,356,0,0,361.0,0,AUTONOMOUS,1.0,3.2702
EIR1046,5.4274,3.1086,2.8924,371,0,0,309.0,0,CAREFULL,1.0,6.8148
EIY2749,4.2082,2.1148,1.587,356,0,0,371.0,0,SOCIAL,1.0,6.16
EJB1263,2.0436,0.8935,0.7862,356,0,0,45.0,0,COMPLIANT,1.0,2.7475
EJG0833,1.8109,1.0362,0.9954,356,0,0,453.0,0,COMPLIANT,1.0,2.0713
EJG1655,3.1259,1.344,1.2923,356,0,0,489.0,0,CAREFULL,1.0,4.2661
EJH2799,2.7053,1.467,1.0067,356,0,0,6.0,0,SOCIAL,1.0,6.3179
EJL1075,4.3391,2.9307,2.7812,356,0,0,501.0,0,SOCIAL,1.0,5.0597
EJM2690,1.9789,1.1256,0.9414,356,0,0,70.0,0,COMPLIANT,1.0,2.8288
EJP2315,3.1122,1.4047,1.1637,356,0,0,308.0,0,CAREFULL,1.0,5.0329
EJP2975,3.8677,1.3754,1.5125,458,0,0,155.0,0,AUTONOMOUS,1.0,5.5171
EJS1338,5.2066,1.8736,1.3197,356,0,0,508.0,0,RISK_TAKER,1.0,7.2794
EKB0825,2.2483,0.8536,0.7995,356,0,0,203.0,0,RISK_TAKER,1.0,2.1368
EKB3828,1.5357,0.8402,0.8322,356,0,0,118.0,0,CAREFULL,1.0,1.544
EKC3706,2.4324,1.2349,1.0384,356,0,0,3.0,0,AUTONOMOUS,1.0,2.9835
EKH0934,2.1415,1.1752,1.0942,356,0,0,101.0,0,AUTONOMOUS,1.0,3.2953
EKH2084,4.1396,1.5611,1.1493,356,0,0,508.0,0,COMPLIANT,1.0,5.2474
EKK0503,2.1273,1.024,0.8005,356,0,0,423.0,0,RISK_TAKER,1.0,2.8506
EKM0863,1.0693,0.9009,0.8747,356,0,0,405.0,0,AUTONOMOUS,1.0,1.2653
EKN3760,1.786,1.1477,1.2957,356,0,0,301.0,0,SOCIAL,1.0,2.1823
EKS3724,3.1716,1.3599,1.5137,365,0,0,300.0,0,COMPLIANT,1.0,4.4438
EKV3321,1.6772,0.9022,0.8176,356,0,0,62.0,0,COMPLIANT,1.0,2.1903
ELB0033,3.6999,1.5374,1.7986,442,0,0,191.0,0,RISK_TAKER,1.0,5.4293
ELB3697,1.8071,1.1837,1.8071,356,0,0,515.0,0,RISK_TAKER,1.0,2.0907
ELC1833,2.2849,1.0759,1.044,356,0,0,182.0,0,RISK_TAKER,1.0,3.1681
ELR1140,2.9028,1.134,1.0335,356,0,0,237.0,0,SOCIAL,1.0,3.6292
ELW1413,4.4389,1.963,2.5925,365,0,0,377.0,0,SOCIAL,1.0,5.319
EMC2757,1.6773,0.8418,0.7705,356,0,0,14.0,0,SOCIAL,1.0,2.2586
EMC3609,2.1065,0.8089,0.8777,356,0,0,322.0,0,AUTONOMOUS,1.0,2.1008
EMH1957,2.31,1.1284,0.9668,356,0,0,217.0,0,AUTONOMOUS,1.0,2.9975
EMK3809,5.7015,2.1767,1.1401,434,1,0,43.0,0,AUTONOMOUS,1.0,10.0952
EMM3195,2.7668,0.8526,0.8762,185,0,0,73.0,0,RISK_TAKER,1.0,3.978
EMO0159,1.9184,0.7897,0.7822,356,0,0,320.0,0,RISK_TAKER,1.0,1.9865
EMO2120,1.9452,1.0885,0.9095,356,0,0,341.0,0,COMPLIANT,1.0,2.5921
EMR3880,2.3137,0.9033,0.6611,360,0,0,22.0,0,AUTONOMOUS,1.0,3.1656
EMS1736,1.3906,0.729,0.8205,356,0,0,18.0,0,COMPLIANT,1.0,1.6454
ENH3969,2.1394,0.9836,0.9127,196,0,0,186.0,0,CAREFULL,1.0,3.5042
ENM2269,4.2348,2.2602,1.4833,356,0,0,223.0,0,SOCIAL,1.0,6.0754
ENR1304,2.5547,1.17,1.3669,356,0,0,341.0,0,RISK_TAKER,1.0,3.405
ENS1748,6.4917,2.3155,3.0549,494,23,0,295.0,0,CAREFULL,1.0,12.5923
EPC3889,3.0215,1.37,0.8726,356,0,0,101.0,0,RISK_TAKER,1.0,4.0634
EPH2834,2.7256,1.2404,0.8289,362,0,0,292.0,0,AUTONOMOUS,1.0,3.9431
EPI3052,5.9746,3.8378,2.1502,362,3,0,56.0,0,CAREFULL,1.0,8.796
EPM3878,2.149,0.8924,0.9976,356,0,0,432.0,0,CAREFULL,1.0,2.3225
EPW3971,1.8899,1.1022,1.2313,356,0,0,80.0,0,AUTONOMOUS,1.0,2.7571
EQT0195,2.1914,1.0184,0.8459,356,0,0,342.0,0,AUTONOMOUS,1.0,3.4166
ERA0725,2.5465,1.2149,1.0565,359,0,0,183.0,0,CAREFULL,1.0,3.5116
ERC1840,2.2479,0.8849,0.8812,356,0,0,398.0,0,COMPLIANT,1.0,2.8345
ERD1235,1.8898,1.042,0.82,356,0,0,227.0,0,SOCIAL,1.0,2.5639
ERF2472,3.3911,1.3253,0.8555,356,0,0,227.0,0,COMPLIANT,1.0,5.3844
ERG3905,2.7346,1.1562,0.9307,356,0,0,256.0,0,RISK_TAKER,1.0,4.3207
ERH0815,7.4163,2.6986,2.6007,356,5,1,94.0,0,SOCIAL,1.0,11.6823
ERO2454,1.7987,0.7287,1.0027,356,0,0,54.0,0,RISK_TAKER,1.0,1.9331
ESB2629,1.9153,0.987,1.0947,356,0,0,389.0,0,AUTONOMOUS,1.0,2.284
ESB2888,1.9372,1.1342,0.9302,356,0,0,53.0,0,CAREFULL,1.0,2.3365
ESH1283,2.4349,1.0655,0.8235,356,0,0,507.0,0,RISK_TAKER,1.0,3.5537
ESH2077,2.5858,1.0034,0.6433,356,0,0,220.0,0,SOCIAL,1.0,4.4833
ESN2683,1.8534,0.932,1.1162,356,0,0,341.0,0,COMPLIANT,1.0,2.4639
ESS3318,3.2099,1.9384,1.5009,356,0,0,263.0,0,RISK_TAKER,1.0,3.88
ESS3341,3.2934,1.7066,1.394,356,0,0,108.0,0,CAREFULL,1.0,5.472
ETA0791,2.0724,0.9092,1.0836,356,0,0,385.0,0,CAREFULL,1.0,2.9562
ETB0828,2.2613,1.0673,0.9349,356,0,0,489.0,0,COMPLIANT,1.0,3.4156
ETB0950,4.0247,1.4709,1.1973,356,0,0,53.0,0,SOCIAL,1.0,4.5984
ETG2821,4.0297,1.7722,3.3369,356,0,0,297.0,0,RISK_TAKER,1.0,6.237
ETM2542,2.9717,1.5189,1.4884,356,0,0,375.0,0,RISK_TAKER,1.0,3.6083
