user,COMPLIANT,SOCIAL,CAREFULL,RISK_TAKER,AUTONOMOUS,primary_dim,O,C,E,A,N
BSB3083,0.0,0.06255167560286905,0.0,0.20023572005123336,0.0,RISK_TAKER,39,43,26,21,31
BSM2288,0.0,0.0,0.0,0.031171594201296435,0.0,RISK_TAKER,50,40,20,45,27
BSM2844,0.0,0.01990810396349521,0.0,0.14004039814640967,0.11920971262975776,RISK_TAKER,20,22,38,40,28
BSS2956,0.5962611478678979,0.0,0.5812551818870367,0.30099697343244736,0.6998375083603697,AUTONOMOUS,20,11,26,27,24
BSS3551,0.07010670923504682,0.01599329453823108,0.0,0.0,0.04734714965667316,COMPLIANT,43,17,40,16,28
BSV1499,0.0,0.0,0.008262425579535292,0.0,0.11586719761357384,AUTONOMOUS,38,38,17,17,17
BTB0489,0.01880489695601338,0.0,0.0,0.07037004662892415,0.0,RISK_TAKER,35,50,38,27,26
BTG3468,0.0,0.01391298198927764,0.0,0.6045818827095293,0.1857291484074601,RISK_TAKER,25,30,47,20,36
BTR2026,0.057959673305810956,0.04543021756897729,0.0,0.0027503216095908956,0.0,COMPLIANT,15,15,41,39,27
BTV0644,0.15146030802378987,0.02070749266854712,0.1134775418412722,0.22166968322127997,0.022149747188110195,RISK_TAKER,14,20,28,40,27
BUS1727,0.055718392185507636,0.0,0.014835693428550489,0.0,0.026963973706139434,COMPLIANT,39,18,48,22,25
BUS2399,0.0,0.0,0.015267627114372124,0.3240897885675805,0.011888989423799724,RISK_TAKER,16,10,37,25,31
BUW2717,0.0506005759323495,0.04518451811294172,0.002147199233380329,0.05707282396403749,0.0,RISK_TAKER,43,36,37,19,34
BVB1673,0.0,0.0,0.0016141406945588146,5.1902426130337456e-05,0.006835750611339339,AUTONOMOUS,32,39,22,36,39
BVC0009,0.21377733001271304,0.1098388356785,0.12284234810530825,0.45095625318542326,0.11411355389804956,RISK_TAKER,39,44,20,16,24
BVD3974,0.0,0.0,0.0,0.0,0.0,COMPLIANT,42,43,24,32,25
BVK1096,0.0,0.0,0.0,0.0,0.0,COMPLIANT,38,35,47,36,30
BWA2593,0.1058616703471616,0.0,0.0,0.0,0.05850491253969384,COMPLIANT,37,36,37,20,30
BWC2534,0.005583072904029012,0.030995229991436293,0.0,0.058007208293197096,0.030653058397397886,RISK_TAKER,34,39,37,12,27
BWG3220,0.009692884419640588,0.07422158818196349,0.0,0.003310018782837324,0.0,SOCIAL,20,19,40,36,35
BWJ0136,0.0,0.09148555480394029,0.0,0.06356063647265342,0.0,SOCIAL,49,37,21,20,30
BWK0172,0.0,0.0,0.0,0.0,0.09833252182475692,AUTONOMOUS,18,38,21,35,27
BWM2339,0.0,0.08277616192402901,0.0,0.0,0.0,SOCIAL,40,37,42,38,29
BWW1159,0.0008907835330484909,0.0,0.0,0.31474717471689445,0.0,RISK_TAKER,18,18,31,19,37
BXG1340,0.009385778199540727,0.047484302955456636,0.0,0.9152640223830028,0.32210341632336076,RISK_TAKER,40,35,36,40,39
BXG3763,0.0,0.0,0.0,0.006160951593159582,0.0,RISK_TAKER,25,14,22,42,36
BXK2091,0.0,0.04311693801201545,0.0,0.018659546291483475,0.0,SOCIAL,44,44,45,15,35
BXN0660,0.09559750103703023,0.0,0.09245297964473073,0.0,0.09611210352503946,AUTONOMOUS,24,22,37,26,31
BXR3536,0.020353317506420984,0.0,0.0,0.0,0.0,COMPLIANT,36,18,41,12,25
BXT2678,0.31374318704463666,0.21710557918684897,0.23106847776964803,0.6309417386403462,0.0669760384597907,RISK_TAKER,27,23,34,18,34
BXW1804,0.0,0.0,0.0,0.0,0.0,COMPLIANT,19,14,36,19,39
BYC3970,0.11791486111054891,0.01744075490383171,0.07679073644473404,0.12367683011286573,0.0,RISK_TAKER,14,21,19,41,30
BYF3784,0.0,0.026029497544294223,0.0,0.003564281584067209,0.0,SOCIAL,15,26,39,23,29
BYL2133,0.0,0.0,0.0,0.08283504593965366,0.0,RISK_TAKER,38,44,22,15,33
BYS3626,0.0,0.0,0.06515611242006147,0.0006142442947533535,0.11521672110262823,AUTONOMOUS,18,14,11,35,27
BZB3532,0.06888002817821844,0.07941459923723374,0.015714377664982723,0.32521032877713424,0.0,RISK_TAKER,37,17,11,30,26
BZC3956,0.0,0.08210129427616333,0.0,0.07770239178479614,0.0,SOCIAL,45,39,30,27,29
BZH1158,0.0,0.09900657592458824,0.0,0.024125092800009927,0.0,SOCIAL,39,31,23,15,30
BZS1344,0.0011848234020439125,0.05509772717580645,0.0,0.0,0.019055067320808874,SOCIAL,49,25,12,37,25
CAB3121,0.07321199125316571,0.025570634392924386,0.07285226965718009,0.0,0.09834304558859547,AUTONOMOUS,16,20,15,29,28
CAC0147,0.0037832583182312715,0.0,0.0,0.0,0.0,COMPLIANT,30,12,19,31,24
CAC1777,0.0,0.14041454702846576,0.0,0.009395508977852607,0.012265957650600557,SOCIAL,43,12,31,13,23
CAC3741,0.0,0.0,0.0,0.18896942433585556,0.14848283638397375,RISK_TAKER,31,37,23,43,32
CAF1331,0.0037548019279025754,0.053874883422594125,0.0,0.10744826854615006,0.01041186962440517,RISK_TAKER,33,40,16,39,33
CAF3929,0.0,0.0605602604399007,0.0,0.0070196403431920665,0.0,SOCIAL,42,50,20,12,27
CAG0502,0.10114861608871038,0.021041014738072017,0.12958681313876785,0.023115476536975415,0.18923453319782588,AUTONOMOUS,34,43,37,38,23
CAG0888,0.015546662164567014,0.0,0.0158267127958643,0.0,0.05436909729913192,AUTONOMOUS,44,36,13,38,31
CAG1644,0.0,0.0727847648449701,0.0,0.5947186568581176,0.0,RISK_TAKER,34,36,30,16,30
CAG2236,0.022908316639681073,0.0,0.030974727654355258,0.0,0.0,CAREFULL,18,27,44,37,35
CAG2442,0.0,0.0,0.0,0.0,0.0,COMPLIANT,50,42,18,30,28
CAG3049,0.0,0.0,0.0,0.6842708803158689,0.0,RISK_TAKER,37,35,17,39,29
CAG3622,0.0,0.0,0.0,0.051150196454581416,0.01970723135227162,RISK_TAKER,30,21,46,38,26
CAH1839,0.05568686825268537,0.0,0.0,0.37330425800939776,0.008048695057393298,RISK_TAKER,18,35,43,17,23
CAM0679,0.0,0.1662129548038866,0.0,0.3208091850657294,0.0,RISK_TAKER,41,40,16,43,39
CAM1323,0.006096718829389368,0.0,0.04804526052595346,0.33499814330354566,0.044719800264365304,RISK_TAKER,42,40,15,18,29
CAM2468,0.0,0.07597983755445926,0.0,0.416436246428154,0.0,RISK_TAKER,42,36,37,25,33
CAM3050,0.0,0.0,0.0,0.13832467563457898,0.04736467048633585,RISK_TAKER,41,37,17,19,29
CAO3117,0.6222282684553602,0.01613463470495083,0.29157032956222767,0.2498042359507251,0.0,COMPLIANT,15,21,31,19,32
CAP1971,0.0,0.0,0.0,0.0,0.0,COMPLIANT,27,39,42,19,37
CAP2149,0.01883243955785435,0.10331715354670767,0.0,0.49865611638489754,0.0,RISK_TAKER,34,48,15,40,28
CAP2283,0.03498885612671084,0.0,0.034932460122186815,0.6416218878389646,0.03642664817911291,RISK_TAKER,50,22,19,20,39
CAR0928,0.0,0.04649006003347242,0.0,0.0,0.0,SOCIAL,17,45,41,25,29
CAR0992,0.10269201789692639,0.1329629974534583,0.10946090962130879,0.008616981237260216,0.1326140355886654,SOCIAL,39,40,15,26,28
CAR2244,0.0,0.09767727344666248,0.006558920286083749,0.19385814434116272,0.0,RISK_TAKER,36,20,33,21,29
CAR2748,0.0,0.030333539025851182,0.0,0.25741667971623544,0.0,RISK_TAKER,38,47,25,31,35
CAR2900,0.0,0.14759387762508336,0.0,0.7941906906750077,0.037582904498168965,RISK_TAKER,22,30,36,29,26
CAS0391,0.0,0.0,0.011674228868848127,0.2857374461114954,0.0,RISK_TAKER,33,39,35,20,28
CAS1017,0.0,0.0,0.0,0.0,0.0,COMPLIANT,44,21,36,18,28
CAS1702,0.0,0.0,0.0,0.0,0.12489288887790906,AUTONOMOUS,13,20,22,20,30
CAS3022,0.0,0.08525785133605404,0.0,0.06918941435924124,0.0,SOCIAL,10,17,34,32,26
CAV1868,0.15332801835754256,0.0,0.08357509093424403,0.6233519965840448,0.08982528178198186,RISK_TAKER,39,35,35,50,33
CBA1023,0.07964210031604287,0.07373135176856242,0.018201568607557343,0.44560490220735816,0.04080911366405025,RISK_TAKER,20,42,23,21,28
CBB2904,0.0,0.0,0.0391571748701179,0.005585458423250619,0.0,CAREFULL,40,21,42,37,33
CBB3018,0.0,0.0034984087937383196,0.0,0.09784650876359427,0.22821713388351814,AUTONOMOUS,27,35,26,45,28
CBC0952,0.0,0.0,0.0,0.00831321172594471,0.0,RISK_TAKER,18,23,24,13,32
CBC3175,0.0,0.06135525756882419,0.0,0.8553295815536617,0.0,RISK_TAKER,45,45,44,22,35
CBD0802,0.014797528027953602,0.0,0.0031372071175741457,0.009769945596504131,0.02401550690331455,AUTONOMOUS,43,20,46,17,20
CBD3251,0.0,0.018908261254180728,0.0,0.22391000774530273,0.0,RISK_TAKER,42,35,30,11,33
CBG1074,0.0,0.0,0.02902591824341965,0.0,0.0,CAREFULL,38,32,14,38,37
CBG1142,0.0,0.0,0.0,0.18710614982239568,0.0,RISK_TAKER,31,39,10,30,21
CBG2875,0.0,0.43107510291426493,0.0,0.12368649342529589,0.0331230859860406,SOCIAL,40,37,45,30,22
CBH0413,0.0,0.0,0.026576692567080718,0.2658777892640939,0.02570041055478876,RISK_TAKER,40,37,17,26,24
CBJ0683,0.02226775799985658,0.05407516262995074,0.0,0.0,0.07170808551710799,AUTONOMOUS,42,18,13,13,27
CBJ2083,0.0,0.03311667365081773,0.0,0.6097268239957517,0.0,RISK_TAKER,46,36,16,25,18
CBJ3719,0.0,0.006426466711396437,0.0,0.6515407312591005,0.0,RISK_TAKER,45,10,44,22,29
CBL3631,0.030256565968198316,0.030795603739433047,0.04837942311282109,0.0,0.0,CAREFULL,42,18,35,20,29
CBM0060,0.0,0.09280536100767278,0.0,0.10221552195934333,0.024873252530767498,RISK_TAKER,15,42,18,45,28
CBM0410,0.0,0.0,0.0,0.0,0.0,COMPLIANT,46,38,47,10,34
CBM1814,0.0,0.04502282152017292,0.0,0.0014834991636998346,0.0,SOCIAL,42,22,36,24,37
CBM2858,0.032954605323963486,0.0,0.06229499196015682,0.0,0.09462757646608261,AUTONOMOUS,42,33,17,38,23
CBR0121,0.07406778095628465,0.0,0.05454453460295173,0.0,0.0,COMPLIANT,30,21,41,19,30
CBR2229,0.0,0.0,0.0,0.373848312297506,0.0,RISK_TAKER,42,42,13,14,34
CBS0951,0.02795699393291375,0.16386003923688103,0.023114974751912903,0.0,0.09862827565314157,SOCIAL,38,24,45,16,30
CBW2427,0.0,0.37317415585611835,0.0,0.0,0.0,SOCIAL,45,21,18,20,29
CCB0547,0.0,0.0,0.0,0.0,0.0,COMPLIANT,40,37,32,34,25
CCB3055,0.001167276951916455,0.0,0.0,0.027322548399626483,0.06131524099052598,AUTONOMOUS,36,19,24,32,29
CCB3173,0.16471720648955165,0.0,0.1943802197081518,0.7349968968521824,0.14193905820176464,RISK_TAKER,30,36,32,41,34
CCB3943,0.0,0.0,0.0064078002412326345,0.1804742162627282,0.0,RISK_TAKER,17,30,46,23,39
CCC0491,0.10196874883092898,0.18139049425110987,0.06571660428103696,0.04963693156243146,0.3591312661865047,AUTONOMOUS,40,44,48,40,36
CCD3168,0.0,0.01357337066147738,0.0,0.0,0.0,SOCIAL,40,18,41,14,38
CCE0745,0.4273094668920816,0.04838811477758102,0.22677692299284374,0.412191748375653,0.0,COMPLIANT,48,40,45,43,27
CCF2298,0.0,0.0,0.0,0.4880456398836512,0.11975667515918101,RISK_TAKER,38,34,41,31,29
CCF3529,0.09126938539695821,0.19928949953220162,0.0,0.44692510524497187,0.0,RISK_TAKER,36,39,16,16,22
CCG1025,0.07656064265801298,0.029224401427780895,0.006159875505586354,0.0,0.06357396562639901,COMPLIANT,38,20,10,20,42
CCG3254,0.0,0.055543953597259964,0.0,0.138512456169898,0.0,RISK_TAKER,36,24,35,38,27
CCH1508,0.13742439813002716,0.0,0.0971901098540759,0.07854742879137586,0.0,COMPLIANT,25,30,45,34,31
CCH1724,0.0,0.0,0.010986855191384004,0.42756559491749896,0.11684626458315471,RISK_TAKER,38,32,26,36,18
CCH3489,0.006207052857922218,0.24561730425308823,0.0,0.39349856566796904,0.030466648508629495,RISK_TAKER,26,30,39,25,24
CCL1770,0.031006820961271667,0.0,0.01740148860662317,0.18143927132771637,0.16040164236610552,RISK_TAKER,40,23,24,21,25
CCL3272,0.0,0.012515026555913527,0.0,0.10226766413571836,0.0,RISK_TAKER,37,17,43,32,30
CCM2207,0.0,0.0,0.0,0.0,0.0,COMPLIANT,14,19,33,23,20
CCM3075,0.0,0.02627082594756128,0.004490137862833815,0.0,0.03988730657593656,AUTONOMOUS,45,49,45,11,26
CCN2726,0.0,0.0,0.0,0.4014061181760274,0.12365831346772398,RISK_TAKER,43,25,18,42,39
CCS3575,0.008384687885248912,0.0,0.0,0.0,0.0,COMPLIANT,39,37,19,13,27
CCT0020,0.0,0.0479435377888441,0.0,0.4482002938171553,0.25559029788793663,RISK_TAKER,38,36,38,50,26
CCT2165,0.0,0.0,0.0,0.0,0.0,COMPLIANT,28,28,10,17,27
CCW2381,0.0,0.07642347034542887,0.0037582095950409616,0.08989191811919088,0.08849349619703019,RISK_TAKER,25,47,43,23,34
CCW3901,0.0369310455943741,0.009430249922824971,0.0076247020161902546,0.3608379741245039,0.0,RISK_TAKER,41,45,24,39,23
CDA2295,0.0,0.005984139694722805,0.0,0.01982842720044994,0.021981957317081052,AUTONOMOUS,40,16,45,16,40
CDB2017,0.0,0.0,0.0,0.5912217384466658,0.0,RISK_TAKER,48,32,34,40,35
CDB2947,0.010635714664850957,0.0,0.029646842121230508,0.08574865260754856,0.08310962963761788,RISK_TAKER,38,43,16,41,26
CDB3222,0.012339725138393338,0.015088789253424367,0.048679581575834935,0.016784572621765043,0.0,CAREFULL,43,41,23,23,33
CDC3413,0.0,0.06392604257616026,0.0,0.01696919421154844,0.0,SOCIAL,25,43,42,37,31
CDD0127,0.0,0.15024572559688845,0.0,0.4251003034977432,0.0,RISK_TAKER,13,39,41,18,28
CDE1846,0.14804531929955217,0.3709455610074865,0.09813904290911228,0.8199619071573968,0.0,RISK_TAKER,36,38,26,43,27
CDL0867,0.0,0.005418697299754081,0.0,0.0,0.0,SOCIAL,47,38,21,22,34
CDL2145,0.17552869916328945,0.19927173483387645,0.13725208989756346,0.03311577807238985,0.23151107970688553,AUTONOMOUS,10,15,39,43,32
CDM0538,0.12108712328353038,0.0847205876643842,0.07621322014206472,0.0,0.03987208724190291,COMPLIANT,29,25,20,40,31
CDM1097,0.0,0.0,0.0,0.0,0.0,COMPLIANT,27,31,15,37,31
CDM2075,0.0,0.060951986313227555,0.0,0.2666704745153684,0.0,RISK_TAKER,20,13,31,21,35
CDP0340,0.0,0.04976968170749053,0.0,0.4422572550193304,0.10291487990148561,RISK_TAKER,41,43,46,14,37
CDP2892,0.0,0.034154382931099195,0.0,0.0,0.0,SOCIAL,19,36,30,30,31
CDS1579,0.04273993583986029,0.0,0.01950048566119741,0.11708988098619477,0.0,RISK_TAKER,41,36,20,19,28
CDS2792,0.0,0.0,0.010986855191384008,0.24331105354727453,0.10955168086178306,RISK_TAKER,38,33,46,10,24
CDS3824,0.0,0.0,0.0,0.3944572976059234,0.0,RISK_TAKER,30,12,32,18,23
CDW0886,0.015816108596977897,0.0,0.05444318525113506,0.04053085703753189,0.0,CAREFULL,23,28,12,41,32
CDW0986,0.48002837245942054,0.22319463061938816,0.32844622332875234,0.0,0.021872062484358135,COMPLIANT,32,46,22,39,30
CDW2000,0.10128305082193785,0.08758265994892203,0.08027420236233672,0.04578376566702845,0.09820639838473535,COMPLIANT,11,16,39,14,32
CDY3409,0.0,0.0,0.0,0.0,0.0,COMPLIANT,38,39,44,21,23
CEB3714,0.0,0.05191224473393144,0.0,0.6671284961800799,0.0181391615870056,RISK_TAKER,10,38,16,29,35
CEC1352,0.0,0.04609774607589424,0.06240728076949571,0.43955487442502156,0.0,RISK_TAKER,50,25,39,34,38
CED2356,0.0,0.03835376244100905,0.0,0.3472239708351007,0.0,RISK_TAKER,49,40,34,42,29
CEM1852,0.0,0.18107788988791168,0.012471284866119042,0.049763354465811815,0.0898124506450966,SOCIAL,42,49,34,23,27
CER0228,0.0,0.0,0.0,0.3619811856702288,0.0,RISK_TAKER,33,24,23,35,33
CET3786,0.0,0.0,0.0,0.6836800073547747,0.0,RISK_TAKER,42,30,20,47,25
CFL0156,0.0019388948360264226,0.03596640387623817,0.04786972403819734,0.04453008808879337,0.18332781551716468,AUTONOMOUS,45,26,44,40,23
CFP3418,0.0,0.0,0.0,0.45080050350165785,0.0,RISK_TAKER,36,36,13,44,29
CFR1166,0.010688293327773912,0.0,0.01568095455075697,0.0,0.1532304067617477,AUTONOMOUS,35,35,46,32,32
CFR1523,0.0,0.0,0.0,0.2440262539434815,0.020077426575808056,RISK_TAKER,47,42,24,14,30
CFS1611,0.0,0.0,0.0,0.35416138406392217,0.0,RISK_TAKER,36,25,22,19,28
CGB2215,0.0,0.0,0.0,0.2358999581079852,0.017720833511738168,RISK_TAKER,39,36,37,22,27
CGB3928,0.008149675927075621,0.0019731413748967515,0.00640172831341567,0.011811526831612717,0.02374093410814405,AUTONOMOUS,24,20,22,21,31
CGC1132,0.009345882936794355,0.0,0.0,0.1859174208162505,0.058435914117671205,RISK_TAKER,43,38,41,20,26
CGG2688,0.0,0.0,0.0,0.6314073645429606,0.0,RISK_TAKER,38,30,46,20,38
CGG3388,0.0,0.0,0.0,0.0,0.0,COMPLIANT,10,22,37,23,25
CGM0035,0.014437261058446565,0.0,0.04441586664681574,0.5382969299607353,0.17577494001066551,RISK_TAKER,39,38,25,37,29
CGM2036,0.0,0.04860828762826148,0.020969600757426238,0.6462025503976979,0.04097459599948455,RISK_TAKER,31,35,22,43,26
CGM3124,6.9146365366646464e-18,6.327349699525009e-17,1.501254924881299e-17,3.4964650927923855e-18,3.904547146430098e-17,SOCIAL,43,30,26,37,29
CGT3148,0.014880540610794952,0.0590768311894591,0.0,0.004321061412605849,0.15026842432544935,AUTONOMOUS,16,18,30,34,26
CGW0692,0.11301857523556724,0.0,0.0409900520318165,0.19267428864455097,0.0,RISK_TAKER,40,12,38,24,27
CGW3093,0.1044344926264286,0.06266165592784377,0.05398798443907551,0.8846234045449577,0.10052404188835995,RISK_TAKER,46,39,19,40,26
CHA3190,0.0,0.0,0.0,0.0,0.0,COMPLIANT,44,41,20,37,21
CHB0996,0.019641064531413146,0.0,0.012806415641865247,0.0,0.0,COMPLIANT,32,40,24,40,19
CHB1062,0.051280083101815616,0.10846547148928697,0.046993307678945946,0.3643965011237918,0.06818013906700356,RISK_TAKER,43,23,16,21,30
CHB3396,0.0,0.0,0.0,0.0,0.011851327311159999,AUTONOMOUS,48,39,11,25,23
CHB3647,0.0,0.0,0.0,0.14650051039292802,0.0,RISK_TAKER,39,40,21,21,28
CHC0252,0.0,0.0,0.0,0.5548955411029861,0.0,RISK_TAKER,29,44,14,15,32
CHF1005,0.14129682428663745,0.0,0.11069783607090708,0.0,0.13493193531093092,COMPLIANT,44,39,38,40,30
CHH2272,0.08141125348706661,0.16255136829187827,0.031535773085721926,0.024592635938605386,0.0,SOCIAL,44,40,45,30,32
CHH3583,0.0,0.012297006193799738,0.0,0.4829648957268048,0.0,RISK_TAKER,39,37,38,18,36
CHL2644,0.0,0.1289138338668627,0.0,0.06631657144303801,0.2079397981241849,AUTONOMOUS,19,39,22,42,31
CHL3430,0.0,0.0,0.0,0.45362965005849587,0.10365550261240802,RISK_TAKER,39,45,20,21,31
CHM1561,0.057369690703130576,0.14552776762882919,0.08598141556993265,0.5867857814588255,0.0,RISK_TAKER,43,20,12,21,24
CHM2081,0.2693272837083825,0.05311639047451678,0.22219906666310044,0.0,0.11077046016212391,COMPLIANT,46,22,19,39,29
CHS2323,0.0,0.0,0.06565105520526798,0.4358150789985088,0.0,RISK_TAKER,33,44,37,18,32
CHU3211,0.0,0.0,0.0,0.0,0.0,COMPLIANT,37,41,36,19,23
CHV0509,0.0,0.025519726143275516,0.0,0.0,0.0,SOCIAL,13,41,24,38,22
CHW2893,0.04568207094218146,0.0,0.0,0.6211009265008239,0.0,RISK_TAKER,45,45,18,15,32
CHY0083,0.05122700971446828,0.12331559846852629,0.029405352281931765,0.0010726723208831805,0.1496702707659177,AUTONOMOUS,18,34,22,16,32
CID3640,0.08405407671801657,0.0,0.10165133018783816,0.2519429495531091,0.13338170765504614,RISK_TAKER,23,25,22,46,33
CID3774,0.0,0.0,0.0,0.6567125031337122,0.0,RISK_TAKER,38,22,17,40,30
CIG1277,0.0,0.033242432067822715,0.0,0.26098055085062866,0.0589918398118087,RISK_TAKER,40,19,44,10,37
CIG2684,0.0,0.0,0.0,0.430192517794168,0.013869427743614349,RISK_TAKER,35,39,20,35,24
CIG3191,0.09507634993794532,0.13474588690292644,0.05532044446176116,0.14329241232993542,0.20732073829351444,AUTONOMOUS,42,48,27,34,30
CIG3459,0.0,0.0,0.01131942070301828,0.28326642825385107,0.02730056721424201,RISK_TAKER,26,26,33,15,35
CIH0995,0.0,0.003944690838038968,0.0,0.6055486453282152,0.0,RISK_TAKER,41,50,36,19,40
CIJ3941,0.0,0.04271473312471809,0.0,0.3668198528562288,0.11972212065819741,RISK_TAKER,49,15,50,43,31
CIR1367,0.0,0.0,0.0,0.02256222971539314,0.07645798090095549,AUTONOMOUS,40,16,21,21,30
CIS3471,0.0,0.0,0.0,0.32137219030093145,0.0,RISK_TAKER,23,23,43,13,27
CIS3505,0.0,0.0,0.0,0.49147873151368304,0.0,RISK_TAKER,34,38,33,20,37
CIT0310,2.5843454055784115e-17,0.05198637974233916,0.0,0.2815766313992066,0.13347457225583645,RISK_TAKER,31,34,36,34,26
CIV0935,0.0,0.09045213442057469,0.0,0.2703492320870056,0.3503805821606866,AUTONOMOUS,16,38,44,19,30
CIY1654,0.0,0.0,0.0,0.5104540751631383,0.0,RISK_TAKER,33,36,27,41,25
CJB3470,0.0,0.03633793047294283,0.0,0.051266564975451914,0.061279377681121495,AUTONOMOUS,27,41,20,35,24
CJC1433,0.054486257849951786,0.08958680519261956,0.0,0.5905863100095305,0.07668717474653003,RISK_TAKER,44,17,43,35,28
CJC2371,0.0,0.03589220756714545,0.0,0.2420518714811394,0.0,RISK_TAKER,47,39,30,45,36
CJF1934,0.142789104890478,0.1145222107469784,0.015077402144229037,0.013329452231697254,0.042388725187721965,COMPLIANT,41,38,38,19,25
CJG3002,0.09068920142947401,0.2209732484276272,0.08145476543495404,0.8044057661494322,0.014924946808499616,RISK_TAKER,17,20,21,43,24
CJH0382,0.0,0.0,0.0,0.0,0.0,COMPLIANT,42,44,15,15,32
CJH2330,0.0,0.12051127878662636,0.008479466009033427,0.0,0.1886955264215369,AUTONOMOUS,39,41,27,30,38
CJH2411,0.0,0.0,0.0,0.0,0.0,COMPLIANT,20,40,18,44,29
CJH2921,0.0,0.0,0.0,0.577925238768322,0.15412147051732653,RISK_TAKER,29,17,26,30,37
CJH3136,0.03444676731247254,0.06332692315686217,0.0,0.28064599251849126,0.1038426550163198,RISK_TAKER,14,14,46,26,37
CJH3630,0.0,0.0,0.0,0.029523419800981027,0.0,RISK_TAKER,46,41,23,44,28
CJJ1491,0.0,0.0,0.07338220350290524,0.0,0.009001200564734906,CAREFULL,38,46,38,41,32
CJM0273,0.0,0.0497417431073625,0.0,0.008466786737663495,0.0,SOCIAL,33,43,43,20,30
CJM0584,0.0,0.0,0.0,0.0,0.0,COMPLIANT,30,38,13,32,32
CJM2961,0.0,0.0,0.0,0.5740137433747434,0.0,RISK_TAKER,42,39,42,30,42
CJM3315,0.11430061782268826,0.03347408502249011,0.0331171694473227,0.00845024456901982,0.052798464744429695,COMPLIANT,45,38,33,35,36
CJM3543,0.10120390080631925,0.07506833298876495,0.032326487884489566,0.704016290957138,0.024115649905845405,RISK_TAKER,42,50,15,25,33
CJS1932,0.010993993417815711,0.01356589302165235,0.0,0.0,0.0,SOCIAL,40,43,20,30,28
CJS1986,0.0,0.0,0.0,0.0,0.0,COMPLIANT,20,10,17,46,38
CJT1106,0.0,0.06037132437144338,0.0,0.14773279513155083,0.0005910372866138241,RISK_TAKER,35,37,12,17,34
CJW0376,0.08348723411891774,0.0634869895708085,0.03562754934578878,0.56995961424356,0.052706018470581824,RISK_TAKER,22,39,22,35,27
CJW2087,0.10307903420291509,0.15058842574321363,0.0,0.0020889829469684503,0.016299784743537646,SOCIAL,45,38,16,14,28
CJY2951,0.0,0.0,0.0,0.0,0.2104423586030806,AUTONOMOUS,42,17,37,23,25
CKB0169,0.0,0.24880824412841565,0.0,0.07681522524787707,0.0,SOCIAL,42,17,37,28,17
CKB0596,0.03366501272306053,0.03115673615014372,0.04870828397633577,0.0,0.14961409307031412,AUTONOMOUS,40,20,10,29,30
CKB3645,0.0,0.02026187157991656,0.0,0.23406186372804993,0.00261913774484445,RISK_TAKER,43,18,46,23,33
CKB3745,0.0,0.0,0.037903288541826764,0.2022705562436031,0.04719733384039976,RISK_TAKER,46,40,33,40,29
CKC3072,0.09313269811625224,0.0530922002555159,0.0,0.005647049269152442,0.05325709871217519,COMPLIANT,32,47,29,33,33
CKC3767,0.0,0.0,0.0,0.09848800809148366,0.05818697121303847,RISK_TAKER,46,30,11,18,26
CKD3861,0.06815958009153138,0.12706911270476545,0.09182108293113493,0.2837385460026628,0.16110998128988532,RISK_TAKER,32,20,20,28,32
CKG1972,0.008895376224755579,0.0,0.011997329875350111,0.10180542633873566,0.0,RISK_TAKER,25,25,50,34,27
CKG3838,0.0,0.0,0.0,0.0,0.05292212718858714,AUTONOMOUS,41,40,17,30,26
CKH0705,0.03485616269099615,0.0,0.009596664920974097,0.002452257535581868,0.001004332573378282,COMPLIANT,46,48,38,45,26
CKH0799,0.029614448948505373,0.06457648043804655,0.0,0.0,0.20862520118148054,AUTONOMOUS,43,15,28,15,30
CKH2230,0.0,0.0,0.015672164185949734,0.21915980411277725,0.0,RISK_TAKER,48,18,46,46,28
CKH2797,0.0,0.0,0.0,0.002277501855806665,0.0,RISK_TAKER,20,20,43,37,32
CKL0697,0.0,0.22469139962678816,0.0,0.002411665319900888,0.0,SOCIAL,40,42,18,44,29
CKL3556,0.0,0.0,0.0,0.011562801889922314,0.0,RISK_TAKER,35,26,40,14,31
CKM0405,0.0,0.007278210482255245,0.0,0.6372130394359452,0.0,RISK_TAKER,46,32,46,26,19
CKM0508,0.03180289157077439,0.0,0.0,0.0,0.0,COMPLIANT,34,31,18,50,33
CKP0265,0.02118363235425427,0.0,0.06184167272149223,0.0,0.011483585156005945,CAREFULL,36,39,30,48,31
CKP0659,0.09918837819166025,0.0,0.06602831679100522,0.0,0.0389177660085376,COMPLIANT,15,10,42,44,18
CKP3600,0.0,0.009428803338475018,0.0,0.16732024092143222,0.011739281362054316,RISK_TAKER,36,23,21,40,23
CKR2586,0.0,0.019852375595126943,0.01070977297957624,0.08112930990706131,0.0,RISK_TAKER,32,34,47,21,29
CLA1285,0.013977009461367023,0.08318238925969391,0.0,0.08153845393970038,0.11040244006222694,AUTONOMOUS,40,15,39,10,31
CLC1272,0.02643725488211337,0.0711468775018868,0.0,0.0,0.07548906900441592,AUTONOMOUS,41,41,32,41,32
CLD1641,0.0,0.0,0.0,0.0,0.07848153252538778,AUTONOMOUS,17,36,31,24,23
CLE3098,0.0,0.0,0.003115488064179497,0.0,0.0,CAREFULL,38,43,42,22,30
CLG3616,0.32058945126568916,0.0,0.1943802197081518,0.1856630659231692,0.0,COMPLIANT,40,30,37,42,26
